OBJECTID,ID305B,ATTAINS_HUC4,CYCLE,WATER_NAME,CATEGORY,TYPE,SIZE,UNIT,CAUSE_NAME,ACTN_TYPE_CODE,TMDL_ID,TMDL_NAME,ESTABLISHMENT_DATE,COMMENT,HUC4CODE,HUCNAME,BASIN,DEQ_ADM,WEB_LINK
425,ID17010301PN001_05,17010301,2022,"North Fork Coeur d'Alene River, below Prichard Creek",CAT 4A,RIVER,26.28,Miles,SEDIMENTATION/SILTATION,TMDL,2047,"COEUR D'ALENE RIVER SUBBASIN, NORTH FORK",19-Feb-02,2/4/2010 (K.Stromberg) - Tier 1 USFS data showed exceedances of the temperature criteria for cold water aquatic life. ,17010301,Upper Coeur d Alene,Panhandle,CRO,https://mywaterway.epa.gov/plan-summary/IDEQ/2047
433,ID17010301PN004_04,17010301,2022,Prichard Creek below Eagle Creek,CAT 4A,RIVER,2.94,Miles,SEDIMENTATION/SILTATION,TMDL,2047,"COEUR D'ALENE RIVER SUBBASIN, NORTH FORK",19-Feb-02,,17010301,Upper Coeur d Alene,Panhandle,CRO,https://mywaterway.epa.gov/plan-summary/IDEQ/2047
441,ID17010301PN007_02,17010301,2022,East Fork Eagle Creek and tributaries,CAT 4A,RIVER,16.3,Miles,SEDIMENTATION/SILTATION,TMDL,2047,"COEUR D'ALENE RIVER SUBBASIN, NORTH FORK",19-Feb-02,,17010301,Upper Coeur d Alene,Panhandle,CRO,https://mywaterway.epa.gov/plan-summary/IDEQ/2047
1129,ID17040211SK003_02,17040211,2022,Trapper Creek,CAT 4A,RIVER,28.09,Miles,SEDIMENTATION/SILTATION,TMDL,10680,GOOSE CREEK TMDL,25-Jul-04,"In the DEQ data set Goose Creek, Trapper Creek, Birch Creek, Little Cottonwood Creek, Beaverdam Creek, and Left Hand Fork Beaverdam Creek exceeded the daily maximum TSS guideline (80 mg/L). These exceedances typically occurred in spring sampling events. However, the exceedances in both Beaverdam Creeks were late summer events. Monthly average exceedances (TSS guideline of 50 mg/L) were less frequent. Goose Creek had elevated sediment in April and May 2002; Trapper Creek had elevated sediment in May 2001and April, May, and June 2002 on the creek. See  Goose Creek Subbasin Assessment and TMDL pgs. 47 and 48, approved 2004.     ",17040211,Goose,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/10680
1057,ID17040208SK017_03,17040208,2022,Lower Dempsey Creek,CAT 4A,RIVER,3.58,Miles,SEDIMENTATION/SILTATION,TMDL,2016,PORTNEUF RIVER,16-Apr-01,,17040208,Portneuf,Upper Snake,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/2016
1065,ID17040208SK021_02e,17040208,2022,upper Toponce Creek,CAT 4A,RIVER,5.59,Miles,SEDIMENTATION/SILTATION,TMDL,2016,PORTNEUF RIVER,16-Apr-01,,17040208,Portneuf,Upper Snake,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/2016
1073,ID17040208SK023_02f,17040208,2022,lower Moonlight Creek,CAT 4A,RIVER,0.71,Miles,SEDIMENTATION/SILTATION,TMDL,2016,PORTNEUF RIVER,16-Apr-01,,17040208,Portneuf,Upper Snake,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/2016
977,ID17040208SK006_04,17040208,2022,Lower Marsh Creek,CAT 4A,RIVER,17.69,Miles,SEDIMENTATION/SILTATION,TMDL,2016,PORTNEUF RIVER,16-Apr-01,,17040208,Portneuf,Upper Snake,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/2016
985,ID17040208SK009_02,17040208,2022,Rowe Creek,CAT 4A,RIVER,3.82,Miles,SEDIMENTATION/SILTATION,TMDL,2016,PORTNEUF RIVER,16-Apr-01,,17040208,Portneuf,Upper Snake,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/2016
961,ID17040208SK004_03a,17040208,2022,Mink Creek - S. Fk to E. Fk Mink Creek,CAT 4A,RIVER,2.82,Miles,SEDIMENTATION/SILTATION,TMDL,2016,PORTNEUF RIVER,16-Apr-01,,17040208,Portneuf,Upper Snake,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/2016
1025,ID17040208SK014_03,17040208,2022,Cherry Creek - lower,CAT 4A,RIVER,1.57,Miles,SEDIMENTATION/SILTATION,TMDL,2016,PORTNEUF RIVER,16-Apr-01,,17040208,Portneuf,Upper Snake,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/2016
857,ID17040207SK005_03,17040207,2022,Grave Creek - West Creek to Blackfoot River,CAT 4A,RIVER,5.49,Miles,SEDIMENTATION/SILTATION,TMDL,52522,Blackfoot River Subbasin TMDL (2013 Addendum),26-Jul-13,,17040207,Blackfoot,Upper Snake,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/52522
945,ID17040208SK001_02,17040208,2022,Unnamed 2nd order tributaries to Portneuf River,CAT 4A,RIVER,56.86,Miles,SEDIMENTATION/SILTATION,TMDL,2016,PORTNEUF RIVER,16-Apr-01,,17040208,Portneuf,Upper Snake,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/2016
913,ID17040207SK019_02,17040207,2022,Bacon Creek - unnamed tributaries,CAT 4A,RIVER,18.9,Miles,SEDIMENTATION/SILTATION,TMDL,2078,BLACKFOOT RIVER,3-Apr-02,,17040207,Blackfoot,Upper Snake,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/2078
921,ID17040207SK023_02,17040207,2022,Angus Creek - unnamed tributaries,CAT 4A,RIVER,11.31,Miles,SEDIMENTATION/SILTATION,TMDL,2078,BLACKFOOT RIVER,3-Apr-02,,17040207,Blackfoot,Upper Snake,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/2078
929,ID17040207SK025_03,17040207,2022,Meadow Creek - Crooked Creek to Clarks Cut,CAT 4A,RIVER,7.19,Miles,SEDIMENTATION/SILTATION,TMDL,2078,BLACKFOOT RIVER,3-Apr-02,,17040207,Blackfoot,Upper Snake,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/2078
809,ID17040205SK031_03,17040205,2022,Tex Creek - source to mouth,CAT 4A,RIVER,8.85,Miles,SEDIMENTATION/SILTATION,TMDL,10489,WILLOW CREEK TMDL,30-Jun-04,,17040205,Willow,Upper Snake,IRO,https://mywaterway.epa.gov/plan-summary/IDEQ/10489
825,ID17040206SK005_02,17040206,2022,Sunbeam Creek - source to mouth,CAT 4A,RIVER,24.02,Miles,SEDIMENTATION/SILTATION,TMDL,42340,AMERICAN FALLS SUBBASIN TMDL,6-Aug-12,,17040206,American Falls,Upper Snake,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/42340
833,ID17040206SK010_04,17040206,2022,Rattlesnake Creek - lower,CAT 4A,RIVER,1.27,Miles,SEDIMENTATION/SILTATION,TMDL,42340,AMERICAN FALLS SUBBASIN TMDL,6-Aug-12,,17040206,American Falls,Upper Snake,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/42340
881,ID17040207SK011_02,17040207,2022,Trail Creek - Headwaters and unnamed tributaries,CAT 4A,RIVER,24.28,Miles,SEDIMENTATION/SILTATION,TMDL,2078,BLACKFOOT RIVER,3-Apr-02,,17040207,Blackfoot,Upper Snake,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/2078
889,ID17040207SK013_02,17040207,2022,Dry Valley Creek - unnamed tributaries,CAT 4A,RIVER,14.89,Miles,SEDIMENTATION/SILTATION,TMDL,2078,BLACKFOOT RIVER,3-Apr-02,,17040207,Blackfoot,Upper Snake,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/2078
897,ID17040207SK016_02e,17040207,2022,Cabin Creek,CAT 4A,RIVER,3.42,Miles,SEDIMENTATION/SILTATION,TMDL,2078,BLACKFOOT RIVER,3-Apr-02,,17040207,Blackfoot,Upper Snake,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/2078
697,ID17040203SK013_04,17040203,2022,Sand Creek - Pine Creek to mouth,CAT 4A,RIVER,9.96,Miles,SEDIMENTATION/SILTATION,TMDL,ID_UppLowHF_2020,Upper and Lower Henrys Fork – 2021 Sediment and Bacteria TMDLs,10-Mar-21,"03/29/2021 (RE): Sediment load allocations are provided in Section 5.1 of the Upper and Lower Henrys Fork Subbasins 2021 Sediment and Bacteria TMDLs, which was approved by EPA on March 12, 2021.",17040203,Lower Henrys,Upper Snake,IRO,https://mywaterway.epa.gov/plan-summary/IDEQ/ID_UppLowHF_2020
745,ID17040204SK053_03,17040204,2022,South Leigh Creek,CAT 4A,RIVER,9.7,Miles,SEDIMENTATION/SILTATION,TMDL,4070,TETON RIVER SUBBASIN,24-Feb-03,,17040204,Teton,Upper Snake,IRO,https://mywaterway.epa.gov/plan-summary/IDEQ/4070
785,ID17040205SK018_03,17040205,2022,Homer Creek - source to mouth,CAT 4A,RIVER,17.26,Miles,SEDIMENTATION/SILTATION,TMDL,10489,WILLOW CREEK TMDL,30-Jun-04,"Per WBAG II, Section 6.5, ""If ALUS = not fully supporting, then salmonid spawning is not fully supporting.""",17040205,Willow,Upper Snake,IRO,https://mywaterway.epa.gov/plan-summary/IDEQ/10489
793,ID17040205SK024_03,17040205,2022,Brockman Creek - Corral Creek to mouth,CAT 4A,RIVER,7.58,Miles,SEDIMENTATION/SILTATION,TMDL,10489,WILLOW CREEK TMDL,30-Jun-04,,17040205,Willow,Upper Snake,IRO,https://mywaterway.epa.gov/plan-summary/IDEQ/10489
729,ID17040204SK026_04,17040204,2022,Teton River - Trail Creek to Teton Creek,CAT 4A,RIVER,5.63,Miles,SEDIMENTATION/SILTATION,TMDL,67400,Teton River Subbasin TMDL (2016),13-Feb-17,,17040204,Teton,Upper Snake,IRO,https://mywaterway.epa.gov/plan-summary/IDEQ/67400
665,ID17040105SK006_04,17040105,2022,lower Stump Creek,CAT 4A,RIVER,10.43,Miles,SEDIMENTATION/SILTATION,TMDL,ID99911,Salt River Subbasin Sediment TMDLs,27-Aug-18,"11/25/2019 (RE): Sediment load allocations are provided in section 5.4 of the Salt River Subbasin Assessment and TMDL, which was approved by EPA on August 27, 2018.",17040105,Salt,Upper Snake,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/ID99911
673,ID17040105SK008_04,17040105,2022,Crow Creek - Deer Creek to border,CAT 4A,RIVER,10.44,Miles,SEDIMENTATION/SILTATION,TMDL,ID99911,Salt River Subbasin Sediment TMDLs,27-Aug-18,"11/25/2019 (RE): Sediment load allocations are provided in section 5.4 of the Salt River Subbasin Assessment and TMDL, which was approved by EPA on August 27, 2018.",17040105,Salt,Upper Snake,PRO,https://mywaterway.epa.gov/plan-summary/IDEQ/ID99911
289,ID17010213PN020_02,17010213,2022,Wellington Creek - source to mouth,CAT 4A,RIVER,7.91,Miles,SEDIMENTATION/SILTATION,TMDL,33766,LOWER CLARK RIVER SUBBASIN TMDLS,22-Oct-07,,17010213,Lower Clark Fork,Panhandle,CRO,https://mywaterway.epa.gov/plan-summary/IDEQ/33766
633,ID17010305PN014_03,17010305,2022,"Fish Creek - mainstem, Idaho/Washington border to Twin Lakes",CAT 4A,RIVER,4.53,Miles,SEDIMENTATION/SILTATION,TMDL,34434,"FISH CREEK TEMPERATURE, SEDIMENT & BACTERIA TMDLS",5-Jun-08,"2010: Fish Creek AU was assessed on 1/7/2010 by CDA RO Staff (R. Steed, T. Clyne, and K. Stromberg). Fish Creek is included in the 2007 Fish Creek Watershed Assessment and TMDL.  More detailed analysis including TMDL sediment and temperature modeling indicate that Fish Creek AU exceeds load capacity for full support streams in the area. Given this information and TMDL status, it is recommended that Fish Creek remain in category 4a for sediment.",17010305,Upper Spokane,Panhandle,CRO,https://mywaterway.epa.gov/plan-summary/IDEQ/34434
593,ID17010304PN024_02,17010304,2022,Renfro Creek - source to mouth,CAT 4A,RIVER,21.97,Miles,SEDIMENTATION/SILTATION,TMDL,9449,ST. MARIES RIVER SUBBASIN,21-Aug-03,,17010304,St. Joe,Panhandle,CRO,https://mywaterway.epa.gov/plan-summary/IDEQ/9449
609,ID17010304PN039_03,17010304,2022,Fishhook Creek - source to mouth,CAT 4A,RIVER,4.5,Miles,SEDIMENTATION/SILTATION,TMDL,41462,ST. JOE RIVER SUBBASIN TEMPERATURE TMDL ADDENDUM ,5-Dec-11,,17010304,St. Joe,Panhandle,CRO,https://mywaterway.epa.gov/plan-summary/IDEQ/41462
1545,ID17040219SK025_03,17040219,2022,Greenhorn Creek - source to mouth,CAT 4A,RIVER,4.48,Miles,SEDIMENTATION/SILTATION,TMDL,2239,BIG WOOD RIVER WATERSHED,15-May-02,"JW (6/13/17): Per WBAG III, salmonid spawning is a subcategory of Cold Water Aquatic Life use, and salmonid spawning use is not supported if Cold Water Aquatic Life use is not supported.",17040219,Big Wood,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/2239
1553,ID17040219SK028_03,17040219,2022,Rock Creek - source to mouth,CAT 4A,RIVER,9.19,Miles,SEDIMENTATION/SILTATION,TMDL,2239,BIG WOOD RIVER WATERSHED,15-May-02,,17040219,Big Wood,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/2239
1569,ID17040220SK006_02,17040220,2022,Elk Creek - source to mouth,CAT 4A,RIVER,18.45,Miles,SEDIMENTATION/SILTATION,TMDL,12257,CAMAS CREEK SUBBASIN TMDL,30-Sep-05,,17040220,Camas,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/12257
1641,ID17040221SK022_03,17040221,2022,Dry Creek - source to mouth,CAT 4A,RIVER,11.61,Miles,SEDIMENTATION/SILTATION,TMDL,12256,LITTLE WOOD RIVER SUBBASIN TMDL,30-Sep-05,,17040221,Little Wood,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/12256
1609,ID17040221SK001_05,17040221,2022,Little Wood River,CAT 4A,RIVER,26.86,Miles,SEDIMENTATION/SILTATION,TMDL,12256,LITTLE WOOD RIVER SUBBASIN TMDL,30-Sep-05,"6/11/2012 (NED) - This segment of the Little Wood River, from the East/West Canal diversion to the Silver Creek confluence typically does not receive water unless there is storage room needed in the reservoir. It also has been decreed as a dry stream due to water rights. Refer to page 115 of the Little Wood River Subbasin Assessment and TMDL for additional information.",17040221,Little Wood,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/12256
1665,ID17050102SW008_04,17050102,2022,Sugar Valley Wash - 4th order,CAT 4A,RIVER,5.45,Miles,SEDIMENTATION/SILTATION,TMDL,1998,BRUNEAU RIVER SUBBASIN,13-Mar-01,,17050102,Bruneau,Southwest,BRO,https://mywaterway.epa.gov/plan-summary/IDEQ/1998
1673,ID17050102SW031_03,17050102,2022,Three Creek - 3rd order,CAT 4A,RIVER,6.99,Miles,SEDIMENTATION/SILTATION,TMDL,1998,BRUNEAU RIVER SUBBASIN,13-Mar-01,Site reassessed using 2010 BURP data.  Still impaired.  HS 4/13/12,17050102,Bruneau,Southwest,BRO,https://mywaterway.epa.gov/plan-summary/IDEQ/1998
1681,ID17050103SW002_03,17050103,2022,Sage Creek - 3rd order,CAT 4A,RIVER,7.76,Miles,SEDIMENTATION/SILTATION,TMDL,9711,SNAKE RIVER -- MIDDLE/SUCCOR CREEK,5-Jan-04,,17050103,Middle Snake-Succor,Southwest,BRO,https://mywaterway.epa.gov/plan-summary/IDEQ/9711
1689,ID17050103SW004_03,17050103,2022,McBride Creek - 3rd order,CAT 4A,RIVER,6.89,Miles,SEDIMENTATION/SILTATION,TMDL,53940,Mid Snake River/Succor Creek Tributaries Sediment TMDL 2013 Addendum ,22-Oct-13,,17050103,Middle Snake-Succor,Southwest,BRO,https://mywaterway.epa.gov/plan-summary/IDEQ/53940
1705,ID17050103SW016_03,17050103,2022,Pickett Creek - 3rd order,CAT 4A,RIVER,6.43,Miles,SEDIMENTATION/SILTATION,TMDL,53940,Mid Snake River/Succor Creek Tributaries Sediment TMDL 2013 Addendum ,22-Oct-13,"In 2010 and 2011, the Boise Regional Office devised a simple bank-stability method that could be used to determine whether this assessment unit was impaired by sediment.  Field work was conducted in the spring of 2010 and fall of 2011.  Approximately five miles (one-third) of the length of this channel was surveyed.    The episodic nature of sediment pollution in intermittent streams makes direct monitoring extremely difficult.  To solve this problem, a bank stability approach was used.  Banks were considered stable if they did not show indications of breakdown, slump, fracture, or vertical erosion.    DEQ typically considers 80% stability to be the threshold for sediment impairment.  The banks of this assessment unit were found to be 82% stable, but the erosion was severe and warranted further investigation.  Further monitoring should occur, and if necessary, a TMDL should be developed.    Final results are available in the documents 'Intermittent Streams Monitoring in the Boise Region: Spring 2010. Results and Field Summary', DEQ, December 2010, and 'Intermittent Streams Monitoring in the Boise Region: Fall 2011.  Results and Field Summary', DEQ, December 2011.  TRIM refs. 2010AKL104 and 2012AKL7 respectively.    HS 3/7/12",17050103,Middle Snake-Succor,Southwest,BRO,https://mywaterway.epa.gov/plan-summary/IDEQ/53940
1713,ID17050104SW013_0L,17050104,2022,Blue Creek Reservoir,CAT 4A,"LAKE, FRESHWATER",183.88,Acres,SEDIMENTATION/SILTATION,TMDL,4106,"OWYHEE RIVER SUBBASIN, UPPER",12-Mar-03,"From Upper Owyhee TMDL (approved March 2003), page xxvii    Blue Creek Reservoir is a small in-stream impoundment located on Blue Creek in the Blue Creek  Reservoir 5th Field HUC. The reservoir is approximately 185 acres in size and has a storage  capacity of 250 acre/feet. The primary water use is irrigation water storage. In 2000, the Idaho  Department of Fish and Game introduced domestic Kamloops trout in the reservoir. With the  stocking of the Kamloops, the reservoir has been determined to have cold water aquatic life as an  existing use and criteria to support this existing use therefore applies.  ",17050104,Upper Owyhee,Southwest,BRO,https://mywaterway.epa.gov/plan-summary/IDEQ/4106
1825,ID17050114SW017_03,17050114,2022,Sand Hollow Creek - I-84 to Sharp Road,CAT 4A,RIVER,18.25,Miles,SEDIMENTATION/SILTATION,TMDL,64560,Lower Boise River TMDL,18-Sep-15,,17050114,Lower Boise,Southwest,BRO,https://mywaterway.epa.gov/plan-summary/IDEQ/64560
1729,ID17050104SW031_03,17050104,2022,"Nickel, Thomas & Smith Creeks - 3rd order sections",CAT 4A,RIVER,9.7,Miles,SEDIMENTATION/SILTATION,TMDL,4106,"OWYHEE RIVER SUBBASIN, UPPER",12-Mar-03,2004 BURP data indicate ALUS = not supporting.,17050104,Upper Owyhee,Southwest,BRO,https://mywaterway.epa.gov/plan-summary/IDEQ/4106
1777,ID17050112SW009_04,17050112,2022,Mores Creek - 4th order (Elk Creek to Grimes Creek),CAT 4A,RIVER,8.84,Miles,SEDIMENTATION/SILTATION,TMDL,38234,BOISE-MORES CREEK TMDLS,18-Feb-10,"Per WBAG II, Section 6.5, ""If ALUS = not fully supporting, then salmonid spawning is not fully supporting.""",17050112,Boise-Mores,Southwest,BRO,https://mywaterway.epa.gov/plan-summary/IDEQ/38234
1785,ID17050112SW013_05,17050112,2022,Grimes Creek - 5th order (Granite Creek to mouth),CAT 4A,RIVER,14.65,Miles,SEDIMENTATION/SILTATION,TMDL,38234,BOISE-MORES CREEK TMDLS,18-Feb-10,"8/2/17 (DM, JW): One 100 mm rainbow trout collected through 2008 BURP sampling.",17050112,Boise-Mores,Southwest,BRO,https://mywaterway.epa.gov/plan-summary/IDEQ/38234
1793,ID17050114SW001_06,17050114,2022,Boise River - Indian Creek to mouth,CAT 4A,RIVER,44.91,Miles,SEDIMENTATION/SILTATION,TMDL,735,"BOISE RIVER, LOWER",25-Jan-00,,17050114,Lower Boise,Southwest,BRO,https://mywaterway.epa.gov/plan-summary/IDEQ/735
1801,ID17050114SW003d_02,17050114,2022,Indian Creek above Reservoir - 1st and 2nd order,CAT 4A,RIVER,62.17,Miles,SEDIMENTATION/SILTATION,TMDL,64560,Lower Boise River TMDL,18-Sep-15,,17050114,Lower Boise,Southwest,BRO,https://mywaterway.epa.gov/plan-summary/IDEQ/64560
1273,ID17040213SK004_02,17040213,2022,01 & 02 tribs Cedar Creek Reservoir,CAT 4A,RIVER,29.15,Miles,SEDIMENTATION/SILTATION,TMDL,34001,SALMON FALLS CREEK SUBBASIN TMDLS,27-Feb-08,,17040213,Salmon Falls,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/34001
1281,ID17040213SK005_03,17040213,2022,House Creek - source to Cedar Creek Reservoir,CAT 4A,RIVER,12.81,Miles,SEDIMENTATION/SILTATION,TMDL,34001,SALMON FALLS CREEK SUBBASIN TMDLS,27-Feb-08,,17040213,Salmon Falls,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/34001
1321,ID17040213SK015_02,17040213,2022,Cottonwood Creek - source to mouth,CAT 4A,RIVER,36.63,Miles,SEDIMENTATION/SILTATION,TMDL,34001,SALMON FALLS CREEK SUBBASIN TMDLS,27-Feb-08,,17040213,Salmon Falls,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/34001
1329,ID17040213SK016_03,17040213,2022,Shoshone Creek - source to Cottonwood Creek,CAT 4A,RIVER,11.69,Miles,SEDIMENTATION/SILTATION,TMDL,34001,SALMON FALLS CREEK SUBBASIN TMDLS,27-Feb-08,,17040213,Salmon Falls,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/34001
1409,ID17040217SK002_05,17040217,2022,"Little Lost River - Big Spring Creek to canal (T06N, R28E)",CAT 4A,RIVER,5.66,Miles,SEDIMENTATION/SILTATION,TMDL,703,LITTLE LOST RIVER SUBBASIN,27-Sep-00,No fish found in electrofishing efforts in September 2001.,17040217,Little Lost,Upper Snake,IRO,https://mywaterway.epa.gov/plan-summary/IDEQ/703
1305,ID17040213SK011_04,17040213,2022,Shoshone Creek - Hot Creek to Idaho/Nevada border,CAT 4A,RIVER,11.06,Miles,SEDIMENTATION/SILTATION,TMDL,34001,SALMON FALLS CREEK SUBBASIN TMDLS,27-Feb-08,"4/24/2012 (S. Woodhead) - Changed salmonid spawning to an existing use. Fish data from BURP site 1995STWFB024 demonstrates evidence of salmonids less than 100mm (Idaho's WBAG II, p. 3-9).",17040213,Salmon Falls,Upper Snake,TRO,https://mywaterway.epa.gov/plan-summary/IDEQ/34001
1449,ID17040218SK016_02,17040218,2022,Thousand Springs Creek - source to mouth,CAT 4A,RIVER,20.15,Miles,SEDIMENTATION/SILTATION,TMDL,10685,BIG LOST RIVER SUBBASIN TMDL,3-Aug-04,"5/30/2012 (SR) - TMDL addendum approved December 14, 2011.",17040218,Big Lost,Upper Snake,IRO,https://mywaterway.epa.gov/plan-summary/IDEQ/10685
1473,ID17040218SK033_04,17040218,2022,East Fork Big Lost River - Cabin Creek to mouth,CAT 4A,RIVER,18.35,Miles,SEDIMENTATION/SILTATION,TMDL,10685,BIG LOST RIVER SUBBASIN TMDL,3-Aug-04,Spring and Fall exceedence of spawning temperature criteria.  Aquatic life uses are and have been full support. Salmonids abundant; no Bulltrout.,17040218,Big Lost,Upper Snake,IRO,https://mywaterway.epa.gov/plan-summary/IDEQ/10685
1481,ID17040218SK036_04,17040218,2022,Star Hope Creek - source to Lake Creek,CAT 4A,RIVER,3.32,Miles,SEDIMENTATION/SILTATION,TMDL,10685,BIG LOST RIVER SUBBASIN TMDL,3-Aug-04,"Brook ,cutthroat and rainbow found in multiple year classes adequate to show full support. Brook and Rainbow found in multiple year classes adequate to show full support.",17040218,Big Lost,Upper Snake,IRO,https://mywaterway.epa.gov/plan-summary/IDEQ/10685
1937,ID17050201SW006_03,17050201,2022,Scott Creek - 3rd order,CAT 4A,RIVER,14.39,Miles,SEDIMENTATION/SILTATION,TMDL,9489,BROWNLEE RESERVOIR -- WEISER FLAT,30-Sep-03,,17050201,Brownlee Reservoir,Southwest,BRO,https://mywaterway.epa.gov/plan-summary/IDEQ/9489
1977,ID17060103SL016_02,17060103,2022,"Tammany Creek-source to Unnamed Tributary(T34N, R04W, Sec19)",CAT 4A,RIVER,18.48,Miles,SEDIMENTATION/SILTATION,TMDL,39572,TAMMANY CREEK WATERSHED TMDL ADDENDUM,17-Dec-10,,17060103,Lower Snake-Asotin,Salmon,LRO,https://mywaterway.epa.gov/plan-summary/IDEQ/39572
1985,ID17060108CL002_03,17060108,2022,South Fork Palouse River-Gnat Cr. to Idaho/Washington border,CAT 4A,RIVER,8.25,Miles,SEDIMENTATION/SILTATION,TMDL,33470,PALOUSE RIVER (SOUTH FORK) TMDL,1-Oct-07,,17060108,Palouse,Clearwater,LRO,https://mywaterway.epa.gov/plan-summary/IDEQ/33470
1913,ID17050201SW002_08,17050201,2022,Oxbow Reservoir,CAT 4A,"LAKE, FRESHWATER",1106.23,Acres,SEDIMENTATION/SILTATION,TMDL,10745,SNAKE RIVER HELLS CANYON TMDL,9-Sep-04,,17050201,Brownlee Reservoir,Southwest,BRO,https://mywaterway.epa.gov/plan-summary/IDEQ/10745
1857,ID17050123SW002_03,17050123,2022,Round Valley Creek - 3rd order,CAT 4A,RIVER,2.4,Miles,SEDIMENTATION/SILTATION,TMDL,11766,NORTH FORK PAYETTE RIVER SUBBASIN TMDL,17-Aug-05,,17050123,North Fork Payette,Southwest,BRO,https://mywaterway.epa.gov/plan-summary/IDEQ/11766
1881,ID17050124SW001_05,17050124,2022,Weiser River - Keithly Creek to Crane Creek,CAT 4A,RIVER,20.72,Miles,SEDIMENTATION/SILTATION,TMDL,31999,WEISER RIVER WATERSHED SUBBASIN TMDL,19-Jan-07,,17050124,Weiser,Southwest,BRO,https://mywaterway.epa.gov/plan-summary/IDEQ/31999
1889,ID17050124SW003_05,17050124,2022,Crane Creek - Crane Creek Reservoir Dam to mouth,CAT 4A,RIVER,17.17,Miles,SEDIMENTATION/SILTATION,TMDL,31999,WEISER RIVER WATERSHED SUBBASIN TMDL,19-Jan-07,,17050124,Weiser,Southwest,BRO,https://mywaterway.epa.gov/plan-summary/IDEQ/31999
2025,ID17060108CL011b_03,17060108,2022,"Flannigan Creek - T41N, R05W, Sec. 23 to mouth",CAT 4A,RIVER,3.71,Miles,SEDIMENTATION/SILTATION,TMDL,11288,PALOUSE RIVER SUBBASIN TMDL,14-Mar-05,,17060108,Palouse,Clearwater,LRO,https://mywaterway.epa.gov/plan-summary/IDEQ/11288
2033,ID17060108CL013b_03,17060108,2022,"West Fork Rock Creek - T41N, R04W, Sec. 30 to mouth",CAT 4A,RIVER,1.4,Miles,SEDIMENTATION/SILTATION,TMDL,11288,PALOUSE RIVER SUBBASIN TMDL,14-Mar-05,,17060108,Palouse,Clearwater,LRO,https://mywaterway.epa.gov/plan-summary/IDEQ/11288
2073,ID17060108CL031b_02,17060108,2022,"Crane Creek - T42N, 04W, Sec. 08 to mouth",CAT 4A,RIVER,6.56,Miles,SEDIMENTATION/SILTATION,TMDL,11288,PALOUSE RIVER SUBBASIN TMDL,14-Mar-05,,17060108,Palouse,Clearwater,LRO,https://mywaterway.epa.gov/plan-summary/IDEQ/11288
2121,ID17060202SL004_02,17060202,2022,North Fork Lawson Creek - source to mouth,CAT 4A,RIVER,11.83,Miles,SEDIMENTATION/SILTATION,TMDL,55921,Pahsimeroi River Addendum 2013 TMDL ,10-Apr-14,,17060202,Pahsimeroi,Salmon,IRO,https://mywaterway.epa.gov/plan-summary/IDEQ/55921
2313,ID17060305CL008_02,17060305,2022,South Fork Cottonwood Creek - source to mouth,CAT 4A,RIVER,24.97,Miles,SEDIMENTATION/SILTATION,TMDL,334,COTTONWOOD CREEK,6-Jun-00,,17060305,South Fork Clearwater,Clearwater,LRO,https://mywaterway.epa.gov/plan-summary/IDEQ/334
2321,ID17060305CL009_02,17060305,2022,Long Haul Creek - source to mouth,CAT 4A,RIVER,14.98,Miles,SEDIMENTATION/SILTATION,TMDL,334,COTTONWOOD CREEK,6-Jun-00,,17060305,South Fork Clearwater,Clearwater,LRO,https://mywaterway.epa.gov/plan-summary/IDEQ/334
